Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,04/18/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4174
Jet Airways,04/03/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
Vistara,05/12/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
Jet Airways,06/24/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
SpiceJet,06/01/19,Kolkata,Bangalore,CCU ? BLR,22:20,02/06/21 0:40,2h 20m,1,No info,3873
SpiceJet,04/27/19,Kolkata,Bangalore,CCU ? BLR,22:20,28-04-21 0:40,2h 20m,1,No info,3873
Jet Airways,06/09/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4050
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,21:20,10/03/21 0:15,2h 55m,1,No info,6144
Air Asia,04/18/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
Jet Airways,06/27/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
SpiceJet,06/27/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3573
IndiGo,06/24/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
Jet Airways,06/18/19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,In-flight meal not included,4995
SpiceJet,06/03/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
Air Asia,05/27/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4409
SpiceJet,05/21/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3573
Vistara,03/21/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,5403
IndiGo,05/15/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
Vistara,04/24/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,In-flight meal not included,3359
Air India,06/15/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
Air Asia,04/03/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4107
IndiGo,05/15/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
Jet Airways,06/06/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,7229
Vistara,03/09/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,7398
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,22:10,02/06/21 1:00,2h 50m,1,No info,3419
Vistara,03/03/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,1,No info,8028
Air India,06/01/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
IndiGo,03/03/19,Chennai,Kolkata,MAA ? CCU,22:05,04/03/21 0:25,2h 20m,1,No info,5277
Vistara,05/06/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,22:10,07/04/21 1:00,2h 50m,1,No info,3943
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
Air India,03/03/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,8666
Jet Airways,04/01/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4544
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4148
IndiGo,03/01/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,1,No info,12475
Air India,06/12/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
IndiGo,05/09/19,Bangalore,New Delhi,BLR ? DEL,23:30,10/05/21 2:20,2h 50m,1,No info,3943
Air India,05/24/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3625
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,5:30,8:20,2h 50m,1,No info,3943
Vistara,06/09/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,4878
IndiGo,05/24/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
IndiGo,06/06/19,Bangalore,New Delhi,BLR ? DEL,0:25,3:15,2h 50m,1,No info,3943
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,21:20,28-03-21 0:15,2h 55m,1,No info,5694
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,0:40,3:25,2h 45m,1,No info,6144
IndiGo,04/27/19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
Air India,03/15/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,4939
Jet Airways,03/12/19,Mumbai,Hyderabad,BOM ? HYD,19:40,21:10,1h 30m,1,No info,5678
Jet Airways,06/03/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
SpiceJet,03/21/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,1,No check-in baggage included,3815
SpiceJet,05/01/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4174
Jet Airways,06/06/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
Air India,05/15/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5228
Vistara,04/03/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,5403
IndiGo,04/15/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4174
SpiceJet,04/18/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
IndiGo,05/21/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
Air Asia,06/06/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4508
Vistara,06/21/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
Air Asia,05/12/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,5530
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,22:20,28-03-21 0:40,2h 20m,1,No check-in baggage included,3815
Air India,03/01/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6535
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,21:15,02/06/21 0:15,3h,1,No info,3943
IndiGo,03/18/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
Jet Airways,03/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
IndiGo,05/15/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,21:20,16-03-21 0:15,2h 55m,1,No info,8033
IndiGo,06/06/19,Chennai,Kolkata,MAA ? CCU,22:05,07/06/21 0:25,2h 20m,1,No info,5277
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,6144
SpiceJet,04/03/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
SpiceJet,06/01/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,2175
Air India,05/24/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
SpiceJet,05/18/19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-05-21 0:15,1h 30m,1,No info,2017
SpiceJet,04/15/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
SpiceJet,03/09/19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,1,No info,5126
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,23:30,19-06-21 2:20,2h 50m,1,No info,3943
Air India,03/01/19,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,1,No info,6092
Vistara,03/09/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,6627
IndiGo,05/09/19,Chennai,Kolkata,MAA ? CCU,22:05,10/05/21 0:25,2h 20m,1,No info,5277
Air India,06/03/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
Air India,06/21/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4990
Air Asia,04/12/19,Kolkata,Bangalore,CCU ? BLR,22:50,13-04-21 1:20,2h 30m,1,No info,4409
SpiceJet,05/15/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,8016
SpiceJet,06/27/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
SpiceJet,05/15/19,Mumbai,Hyderabad,BOM ? HYD,22:45,16-05-21 0:15,1h 30m,1,No info,2017
IndiGo,03/21/19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4462
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,1,No info,7303
Jet Airways,04/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
Jet Airways,06/21/19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,In-flight meal not included,4995
Air Asia,03/24/19,Bangalore,New Delhi,BLR ? DEL,23:25,28-03-21 2:10,2h 45m,1,No info,4482
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,6144
IndiGo,04/03/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
IndiGo,06/09/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
Jet Airways,05/01/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
Jet Airways,05/15/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2228
SpiceJet,06/09/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
Air India,03/03/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,10216
Air India,05/21/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
Jet Airways,05/18/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,6144
IndiGo,05/01/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
SpiceJet,05/06/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
SpiceJet,06/06/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
SpiceJet,03/24/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No check-in baggage included,3807
IndiGo,06/21/19,New Delhi,Cochin,DEL ? COK,21:05,22-06-21 0:20,3h 15m,1,No info,5406
Air India,06/27/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,6961
Vistara,03/21/19,New Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,1,No info,5586
Jet Airways,05/03/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5198
SpiceJet,03/18/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No check-in baggage included,3807
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,7229
Air Asia,03/09/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,1,No info,4384
IndiGo,05/18/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
IndiGo,03/21/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
IndiGo,03/01/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,6565
Vistara,06/01/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
Jet Airways,06/15/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
IndiGo,03/06/19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4778
Vistara,05/09/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
IndiGo,05/06/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
SpiceJet,04/06/19,Kolkata,Bangalore,CCU ? BLR,22:20,07/04/21 0:40,2h 20m,1,No info,3873
IndiGo,06/21/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
Air India,05/03/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5228
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,21:20,13-03-21 0:15,2h 55m,1,No info,4777
Air Asia,03/24/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,3383
IndiGo,05/27/19,Bangalore,New Delhi,BLR ? DEL,23:30,28-05-21 2:20,2h 50m,1,No info,3943
Air India,06/24/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,8016
Air Asia,03/15/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,5615
Vistara,06/12/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
IndiGo,03/15/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4148
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4423
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,21:25,25-06-21 0:05,2h 40m,1,No info,4804
SpiceJet,05/27/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
Jet Airways,06/01/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4050
IndiGo,05/03/19,Bangalore,New Delhi,BLR ? DEL,23:30,04/05/21 2:20,2h 50m,1,No info,4591
SpiceJet,03/09/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,6300
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,5176
Air India,03/18/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4405
IndiGo,03/15/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,6297
Jet Airways,05/12/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
Jet Airways,04/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
IndiGo,03/18/19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,1,No info,4462
IndiGo,05/21/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
GoAir,05/24/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3419
IndiGo,06/01/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:10,2h 35m,1,No info,4804
Jet Airways,05/21/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
IndiGo,06/06/19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,5601
Air Asia,05/21/19,Kolkata,Bangalore,CCU ? BLR,9:45,12:15,2h 30m,1,No info,4409
Jet Airways,04/27/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
IndiGo,06/15/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
Vistara,05/27/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
Air Asia,05/21/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4107
Air India,06/09/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6245
Jet Airways,03/27/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2071
IndiGo,05/15/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
Air India,05/15/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
Jet Airways,04/03/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
SpiceJet,05/18/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
Air India,04/18/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
SpiceJet,04/24/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3919
IndiGo,03/15/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,2754
Vistara,06/01/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4878
GoAir,05/03/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3898
Air Asia,05/06/19,Bangalore,New Delhi,BLR ? DEL,23:55,07/05/21 2:45,2h 50m,1,No info,3383
IndiGo,06/01/19,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,1,No info,3540
Vistara,03/27/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3739
IndiGo,05/03/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
Vistara,03/27/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,4851
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,4441
IndiGo,06/21/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
SpiceJet,06/06/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
Jet Airways,06/09/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,8016
Air India,05/09/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
IndiGo,06/18/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
SpiceJet,04/15/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
IndiGo,05/24/19,Bangalore,New Delhi,BLR ? DEL,23:30,25-05-21 2:20,2h 50m,1,No info,4591
IndiGo,05/06/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
Air India,05/21/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,6094
Air India,03/24/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,2575
Air India,03/06/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,5462
Jet Airways,04/24/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4544
Jet Airways,04/01/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
Jet Airways,03/21/19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,1,No info,5678
IndiGo,06/03/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? BLR,10:10,12:55,2h 45m,1,No info,6565
Air India,03/18/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,4441
SpiceJet,05/18/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
Jet Airways,06/18/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
Jet Airways,04/21/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4544
IndiGo,05/24/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
IndiGo,06/21/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
Air India,04/01/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5176
Air India,03/06/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4435
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,23:30,19-05-21 2:20,2h 50m,1,No info,4591
IndiGo,04/12/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4174
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,4256
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
SpiceJet,04/21/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4911
SpiceJet,06/15/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
IndiGo,06/06/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
IndiGo,05/03/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
Air India,04/18/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
SpiceJet,03/27/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3332
Air India,05/06/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,5224
Jet Airways,05/06/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,3702
IndiGo,03/18/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,2754
Air Asia,05/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
Air India,04/15/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5228
IndiGo,05/24/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
Jet Airways,05/01/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4030
Air India,03/18/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,2050
Jet Airways,05/15/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,3502
Air India,06/24/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,In-flight meal not included,4544
SpiceJet,05/18/19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,1,No check-in baggage included,3841
Air India,04/01/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
SpiceJet,04/15/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,4319
IndiGo,05/01/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? BLR,22:20,25-03-21 0:40,2h 20m,1,No info,5831
IndiGo,06/09/19,Kolkata,Bangalore,CCU ? BLR,21:25,10/06/21 0:05,2h 40m,1,No info,4804
Jet Airways,06/09/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,7229
SpiceJet,06/09/19,Bangalore,New Delhi,BLR ? DEL,21:10,10/06/21 0:05,2h 55m,1,No check-in baggage included,3919
IndiGo,04/15/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
IndiGo,05/15/19,Kolkata,Bangalore,CCU ? BLR,22:15,16-05-21 0:50,2h 35m,1,No info,4804
IndiGo,03/21/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3384
IndiGo,06/03/19,Bangalore,New Delhi,BLR ? DEL,23:30,04/06/21 2:20,2h 50m,1,No info,4591
Air Asia,03/09/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,4284
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,8016
SpiceJet,05/21/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
IndiGo,05/18/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
IndiGo,06/01/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
IndiGo,03/27/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4392
SpiceJet,05/21/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
Vistara,03/15/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6111
IndiGo,06/09/19,New Delhi,Cochin,DEL ? COK,21:05,10/06/21 0:20,3h 15m,1,No info,6015
